id,cat.number,cat.age,bw,pure.mixed,breed,pedigree,hair.length,sex,neuter.status,neutering.age,cat.source,council.registered,insured,last.flea.tx,bcs.owner,bcs.owner.fig,bcs.vet,bw.monitoring,feeding.frq,feeding.frq.bi,leftover,frq.dry,frq.canned,frq.wet,frq.homemade,frq.humanfood,frq.snack,fre.major,fre.major.cat,quant.no.rule,quant.vet,quant.package,quant.cat.eats,quant.more.than.cat,quant.cat.bw,quant.cat.bcs,quant.experience,quant.breeder.carer,quant.web,neighbour.food,beg.food,give.in.beg,indoor,yard,street,hunt.old,hunt.new,hunt.bi,prey.bird,prey.l.mammal,prey.s.mammal,prey.insect,prey.lizard.frog,prey,night,rt.cubby.cute,rt.fat.cute,rt.chubby.happy,rt.fat.happy,rt.chubby.dz,rt.fat.dz,rt.chubby.fine,rt.fat.fine,rt.happy.than.fit,rt.chubby.unhealth,rt.fat.unhealth,rt.control.bw,rt.chubby.qol,rt.fat.qol,purpose.for.getting.cat,benefit.human.wp,benefit.human.wop,benefit.aniaml.wp,benefit.aniaml.wop,benefit.pest.wp,benefit.pest.wop,benefit.show.wp,benefit.show.wop,benefit.mental,benefit.none,benefit.other,benefit.sum,frq.patting,frq.play,frq.same.space,time.w.cat,satisfication,closeness,vet.health.check,vet.shot,vet.sick,vet.chronic.ill,vet.deworm.flea,vet.none.ill,vet.boarding,vet.sum,gender,live.in.aus,live.in.aus.bi,urban.rural,state,home.type,age.range,household,education,prof.no.aniaml,prof.vet,prof.ngo,prof.pet,prof.livestocks,prof.wildlife,prof.captive.wild,prof.other,prof.cat,q.source
106,1,5,5,1,Mixed,1,1,2,2,0,shelter,2,1,1,4,3,0,3,1,1,2,3,3,2,,,2,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,1,4,,,1,1,1,0,0,0,0,0,nh,1,1,2,0,0,2,4,1,2,a,1,2,0,0,0,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,9,5,4,2,0,1,0,0,0,0,3,1,2,2,2,1,1,3,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
107,2,4,6,1,Mixed,1,1,2,2,2,shelter,2,1,3,4,4,4.5,3,4,1,2,3,,2,,,,dry,dry,0,1,0,0,0,0,1,0,0,0,1,2,2,4,,,2,2,2,0,0,0,1,0,s,1,-2,-4,-2,-4,2,4,-1,-4,d,-2,-4,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,9,4,4,0,1,0,0,0,0,2,3,1,2,2,2,1,1,2,c.w.d.c,3,1,1,0,0,0,0,0,0,1,usyd
108,2,4,6,1,Mixed,1,1,2,2,5,other,1,1,1,3,3,3,2,3,1,1,2,,3,,2,,wet,wet,0,0,0,0,0,0,0,1,0,0,2,4,2,2,3,0,0,0,,0,0,0,0,0,nh,1,0,-2,0,-2,1,2,0,0,n,0,2,-1.5,0,-2,other,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,8,5,5,0,0,1,0,2,0,0,3,1,2,2,2,4,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
109,1,5,2.5,1,Mixed,1,1,1,2,1,shelter,1,1,2,3,3,0,1,1,1,1,3,3,1,1,1,1,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,2,2,0,0,0,1,1,s,5,-1,-2,-1,-2,1,-2,-1,-2,d,-1,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,2,7,5,4,0,2,1,0,0,0,0,3,2,2,2,2,1,2,5,c.w.d.c,3,1,0,0,1,0,0,0,0,1,other
110,1,14,4,2,Burmese,1,1,1,2,1,breeder,2,1,4,3,3,3,2,2,1,1,3,3,,,,,dry.can,dry.wet,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2,1,1,1,1,0,0,0,0,0,nh,2,-1,-2,-1,-2,-1,-2,-1,-2,d,-1,-2,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,4,2,3,9,5,5,2,1,0,0,0,0,0,3,2,2,2,2,3,3,5,p.w.d.c,5,0,0,0,0,0,0,0,0,0,social.m
111,2,15,6,1,Mixed,1,1,1,2,2,breeder,2,1,1,4,4,4,4,3,1,1,2,1,3,2,2,,wet,wet,0,0,0,0,0,1,0,0,0,0,1,3,2,3,2,1,2,2,2,0,0,1,0,1,s,1,-1,-2,0,0,1,0,0,-2,a,1,-2,-3,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,2,2,1,4,3,4,c.wo.d.c,7,1,1,0,0,0,0,0,0,1,other
112,2,0.75,4.3,2,Burmese,1,1,2,2,2,breeder,2,1,1,3,1,0,1,2,1,1,3,,,3,,,dry.home,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,2,4,,,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,2,4,-2,-4,sd,-2,-4,-3,-2,-4,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,4,4,4,12,5,5,1,1,1,0,0,0,0,3,1,2,2,2,1,1,4,s.ps,3,0,0,0,0,0,0,0,0,0,vet.clinic
113,2,3,4,1,Mixed,1,1,1,2,3,friend,1,1,1,4,4,0,2,1,1,2,3,2,,,,,dry,dry,1,0,0,0,0,0,0,0,0,0,2,1,1,3,2,,2,2,2,0,0,1,1,0,s,2,1,-2,-1,-2,2,4,-1,-4,d,1,-2,-1.5,-1,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,3,3,10,5,5,0,2,1,0,0,0,0,3,1,2,2,2,1,1,3,s.ps,2,0,0,0,0,0,0,0,0,0,NGO
114,1,2,5,2,Ragdoll,1,3,2,2,3,breeder,2,1,1,3,4,0,2,2,1,4,4,1,1,1,1,2,dry,dry,0,0,0,1,0,0,1,0,0,0,1,1,1,4,3,1,1,6,2,0,0,1,0,0,s,1,1,2,-1,-2,2,-4,-1,-2,d,-1,2,-3,-1,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,0,1,2,0,0,0,0,3,1,2,2,1,1,3,1,w.p,3,1,0,0,0,1,0,1,0,0,usyd
115,1,3,NA,1,Mixed,1,2,2,2,4,shelter,1,1,2,4,3,4,4,2,1,1,3,2,1,1,1,1,dry,dry,0,1,0,0,0,0,0,0,0,0,1,2,2,4,1,1,1,6,2,0,0,0,1,0,s,1,-1,-4,-1,-2,1,2,-1,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,4,4,2,1,0,0,0,0,0,3,1,2,2,2,4,3,4,c.w.d.c,5,1,1,0,0,0,0,0,0,1,other
116,2,10,7,1,Mixed,1,3,2,2,0,shelter,1,1,2,4,4,3.5,2,2,1,2,3,2,1,1,1,1,dry,dry,0,1,1,0,0,1,0,0,0,0,2,2,1,3,2,1,2,2,2,0,0,0,1,0,s,1,1,2,-1,2,1,2,-1,-2,a,1,2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,2,4,10,5,4,0,1,2,0,0,0,0,3,1,2,2,2,1,3,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
117,1,NA,4.6,1,Mixed,1,1,1,2,0,shelter,2,1,0,3,4,3,4,5,2,3,2,2,3,1,1,1,wet,wet,0,0,0,1,0,0,0,0,0,0,1,1,,4,,,1,1,1,0,0,0,0,0,nh,1,1,2,0,-2,0,-2,-1,-2,n,1,-2,-3,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,9,5,5,0,2,1,0,0,0,0,3,1,2,2,1,3,3,3,c.wo.d.c,2,1,0,1,0,0,0,0,0,1,other
118,2,6,NA,1,Mixed,1,3,2,2,2,petshop,1,1,2,3,0,3,1,2,1,2,2,2,3,,,,wet,wet,1,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,0,6,2,1,0,1,0,0,ls,5,-2,-4,-2,-4,-2,-4,-2,-4,d,-2,-4,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,6,4,3,0,1,0,0,0,2,0,3,1,2,2,1,1,3,4,c.w.d.c,7,1,0,0,0,0,1,0,0,0,vet.clinic
119,1,0.75,NA,2,Ragdoll,2,2,2,2,1,breeder,2,1,3,3,3,0,3,2,1,2,3,,,2,,,dry,dry,0,0,1,1,0,0,0,0,1,0,1,2,4,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,-2,-1,-4,-1,-4,-1,-4,n,0,-4,-3,-1,-2,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,4,3,4,11,5,5,2,0,1,0,0,0,0,3,2,1,1,,,1,2,c.w.d.c,5,0,0,0,0,0,0,0,0,0,flyer
120,1,2,3,1,Mixed,1,1,1,2,2,shelter,2,1,3,2,2,2,1,1,1,3,3,3,,,2,,dry.can,dry.wet,0,0,0,0,1,0,0,0,0,0,1,2,2,4,,,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,-1,-2,-1,0,d,0,0,0,0,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,5,3,3,0,2,0,0,0,0,1,3,2,2,2,2,1,1,3,p.w.d.c,5,0,0,0,0,0,0,0,0,0,flyer
121,2,0.75,4.3,1,Mixed,1,1,1,2,1,shelter,2,1,2,3,3,3,3,2,1,1,2,2,2,3,1,2,home,wet,0,1,1,1,0,1,1,0,0,1,1,1,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,-2,0,0,1,-2,-1,-4,d,1,-2,-1.5,-1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,4,10,5,5,0,1,2,0,0,0,0,3,1,1,1,,,1,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,NGO
122,1,10,4,2,Devon Rex,2,1,1,2,3,breeder,2,1,1,3,3,0,3,3,1,2,3,3,1,1,1,2,dry.can,dry.wet,0,0,0,0,0,0,1,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,-2,-4,-2,-4,n,-1,-4,-3,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,2,0,1,0,0,0,0,3,2,2,2,2,1,3,4,c.w.d.c,7,1,1,0,0,0,0,0,0,1,usyd
123,1,8,6.5,2,British Shorthair,1,1,2,2,2,breeder,2,2,1,4,3,3.5,3,2,1,1,3,2,1,1,1,3,dry,dry,0,0,0,0,0,0,1,0,0,0,1,2,1,3,2,1,4,4,2,0,0,0,1,0,s,1,0,-4,-1,-2,-1,-2,-1,-4,d,-1,-2,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,0,0,1,0,0,2,0,3,2,2,2,1,3,3,2,c.w.d.c,2,1,1,0,0,0,0,0,0,1,vet.clinic
124,1,3,5,2,Ragdoll,1,2,1,2,1,breeder,2,1,1,3,3,3,3,2,1,1,3,2,2,3,1,2,dry.home,dry.wet,0,0,1,0,0,1,1,0,0,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,0,-4,0,-4,d,-1,-4,-1.5,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,4,4,0,1,2,0,0,0,0,3,1,1,1,,,1,2,c.wo.d.c,2,1,1,0,0,0,0,0,0,1,vet.clinic
125,2,8,5,1,Mixed,1,1,2,2,2,petshop,1,1,1,3,2,3,1,2,1,1,3,2,1,1,1,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,3,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,-1,-4,-2,-2,sd,-2,-4,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,4,4,1,1,1,0,0,0,0,3,1,2,2,2,4,3,2,w.p,2,1,1,0,0,0,0,0,0,1,usyd
126,4,0.75,2.7,2,Tonkinese,2,1,1,2,2,breeder,2,1,1,3,2,3,2,2,1,2,2,1,3,2,1,2,wet,wet,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,-1,-2,-1,-4,d,-1,-2,-1.5,-1,-2,companion.a,1,1,1,0,0,0,0,0,1,0,0,2,4,4,4,12,5,5,2,0,1,0,0,0,0,3,1,2,2,2,1,3,4,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,usyd
127,1,14,7.8,1,Mixed,1,3,1,2,2,shelter,1,1,1,3,2,0,1,1,1,2,2,1,1,3,1,1,home,wet,1,0,0,1,0,0,0,0,0,0,2,1,1,3,3,1,2,2,2,1,0,0,0,0,l,5,-1,-2,-1,-2,0,-2,-1,-2,d,-1,-2,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5,5,1,1,1,1,2,2,2,10,1,2,2,1,1,3,3,c.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
128,3,6,5.5,1,Mixed,1,1,2,2,2,vet,2,1,1,3,3,3,4,3,1,1,2,2,1,1,1,2,pan,pan,0,1,0,0,0,1,1,0,0,0,1,2,2,3,2,2,4,4,2,0,0,1,0,1,s,1,-2,-4,-2,-4,-1,-2,-1,-4,d,-2,-4,-3,-2,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,3,3,9,4,4,0,2,0,0,0,0,1,3,1,2,2,2,1,3,4,c.w.d.c,5,1,1,0,0,0,0,0,0,1,usyd
129,5,8,6.5,2,Australian Mist,2,1,2,2,2,breeder,2,1,1,3,2,0,1,2,1,2,3,2,2,1,2,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,,-2,-1,-2,-1,-2,d,-1,-2,-1.5,-2,-2,show.cat,1,1,1,1,0,0,1,0,0,0,0,2,4,4,3,11,5,5,1,1,1,2,2,2,2,11,2,2,2,2,1,3,4,c.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
130,1,3,3.8,1,Mixed,1,1,1,2,2,vet,2,1,1,3,3,3,3,1,1,1,3,2,2,1,1,2,dry,dry,0,0,0,0,0,0,1,0,0,0,1,2,2,4,1,1,3,3,2,0,0,0,1,0,s,1,0,-2,-1,-4,1,-2,-1,-4,sd,-1,-2,-3,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,4,3,4,11,5,5,0,0,1,0,0,0,2,3,1,2,2,2,1,1,2,c.wo.d.c,3,1,1,0,1,0,0,0,0,1,friend
131,2,1,4,1,Mixed,1,1,2,1,2,shelter,2,1,1,3,3,3,1,3,1,2,2,3,2,1,2,2,can,wet,0,0,0,1,0,0,0,0,0,0,1,2,3,3,3,3,2,2,2,0,0,0,1,0,s,5,0,0,0,0,0,0,,0,n,-1,0,0,0,0,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,2,2,7,5,4,1,0,2,0,0,0,0,3,1,2,2,1,1,3,3,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
132,4,8,NA,1,Mixed,1,2,1,2,0,shelter,2,1,4,2,2,2,2,2,1,3,2,3,3,1,2,2,can.wet,wet,0,1,0,1,0,1,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,2,2,0,0,1,2,1,-2,d,1,0,0,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,4,9,5,5,0,0,1,2,0,0,0,3,1,2,2,2,3,1,1,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,vet.clinic
133,3,12,4,1,Mixed,1,3,1,2,2,ad,,2,4,3,3,0,1,1,1,2,3,1,2,1,2,1,dry,dry,1,0,0,0,0,0,1,0,0,0,1,2,2,4,1,1,1,6,2,0,0,1,0,0,s,1,-2,-4,-2,-4,-1,-2,-1,2,d,-2,-2,-1.5,-2,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,2,2,7,5,5,0,1,2,0,0,0,0,3,1,2,2,1,6,3,4,s.ps,5,0,0,0,0,0,0,0,0,0,social.m
134,6,9,4.5,2,Birman,2,2,2,2,5,mycat,2,1,1,3,3,0,4,2,1,2,3,2,2,1,1,2,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,1,0,-1,0,d,1,0,-1.5,-2,-2,show.cat,1,1,1,1,0,0,1,0,0,0,0,2,3,3,3,9,5,5,1,1,1,1,2,2,2,10,1,2,2,2,4,3,6,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,social.m
135,1,13,5.5,1,Mixed,1,1,2,2,2,shelter,1,1,2,3,0,3,2,2,1,2,3,,3,,,,dry.wet,dry.wet,0,1,0,0,0,0,0,0,0,0,1,3,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-2,-2,-2,-4,0,0,-2,-4,d,0,0,-3,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,9,5,5,1,0,0,2,0,0,0,3,1,1,1,,,1,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,vet.clinic
136,2,2,4.1,1,Mixed,1,2,1,2,1,vet,1,1,2,3,2,2,3,2,1,2,3,2,,,2,,dry,dry,0,0,0,1,0,0,0,0,0,0,2,2,1,3,3,2,2,2,2,0,0,1,1,0,s,1,-2,-4,-2,-4,,4,-2,-4,sd,-2,-4,-1.5,-2,-4,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,12,5,4,0,0,1,0,0,0,2,3,1,2,2,2,6,3,5,p.w.d.c,5,0,0,0,0,0,0,0,0,0,social.m
137,2,8,NA,1,Mixed,1,1,1,2,2,shelter,2,1,3,4,4,4,2,2,1,2,3,2,,,,,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,-2,0,-2,2,4,1,-2,a,1,-2,-1.5,1,2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,2,3,9,5,5,2,1,0,0,0,0,0,3,2,2,2,2,5,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,vet.clinic
138,1,6,5.4,1,Mixed,1,2,2,2,3,shelter,2,2,1,4,4,4,4,2,1,1,4,,,,,,dry,dry,0,0,0,0,0,0,1,0,0,0,1,4,1,4,,,1,1,1,0,0,0,0,0,nh,1,-2,-4,-1,-4,,-2,-1,-4,sd,0,-2,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,4,4,2,1,0,0,0,0,0,3,1,1,1,,,4,1,s.ps,2,1,1,0,0,0,0,0,0,1,social.m
139,1,3,4,2,Devon Rex,2,1,1,2,2,breeder,1,1,5,3,3,0,3,2,1,1,3,3,,,,2,dry.can,dry.wet,0,0,1,1,0,0,0,0,0,0,1,2,2,4,2,1,5,5,2,1,0,0,1,0,ls,1,0,0,-1,-2,0,0,-1,-2,d,0,0,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,9,5,5,0,2,1,0,0,0,0,3,2,2,2,2,1,1,3,s.ps,1,0,0,0,0,0,0,0,0,0,NGO
140,2,7,7.5,1,Mixed,1,2,2,2,2,petshop,2,1,1,4,4,2,2,5,2,4,4,1,1,1,2,2,dry,dry,1,0,0,0,0,0,0,0,0,0,4,4,3,3,3,2,1,1,1,0,0,0,0,0,nh,2,0,0,0,-2,1,0,-1,-2,d,-1,-2,-1.5,-1,2,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,3,1,3,7,4,4,1,1,1,1,2,2,2,10,1,2,2,2,1,2,5,p.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
141,4,6,7.5,1,Mixed,1,1,2,2,1,shelter,2,1,2,4,4,0,2,5,2,4,3,,2,,,,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,2,2,0,0,0,1,0,s,5,2,0,2,2,1,-2,1,0,a,2,2,-3,2,0,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,3,3,4,10,5,5,0,1,2,0,0,0,0,3,1,2,2,1,1,3,4,p.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
142,1,13,6,1,Mixed,1,2,1,2,2,shelter,2,1,2,3,3,0,2,2,1,4,3,1,2,1,1,1,dry,dry,0,0,0,1,0,0,0,0,0,0,1,2,4,3,3,2,0,6,2,0,0,0,0,1,s,0,0,-2,0,-2,-1,-2,-1,0,n,0,2,-1.5,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,2,4,9,5,5,2,1,0,0,0,0,0,3,1,2,2,2,1,3,6,s.ps,5,0,0,0,0,0,0,0,0,0,NGO
143,3,13,5.6,1,Mixed,1,1,2,2,2,mycat,1,1,4,4,3,0,2,1,1,1,3,2,,,,,dry,dry,0,0,0,0,0,0,1,0,0,0,4,1,1,2,3,3,5,5,2,1,1,1,1,0,ls,5,-1,-4,-1,-4,-1,0,1,-2,n,1,0,-1.5,-1,-4,pest.control,1,1,1,1,1,0,0,0,0,0,0,2,3,3,4,10,5,4,0,1,2,0,0,0,0,3,1,2,2,1,1,3,4,c.w.d.c,2,1,1,0,0,0,0,0,0,1,vet.clinic
144,16,4,4.9,1,Mixed,1,1,1,2,4,shelter,2,1,1,3,3,3,4,2,1,1,3,2,1,1,1,1,dry,dry,0,1,1,0,0,1,0,0,0,0,1,2,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-4,-1,-2,-1,-2,n,-2,-2,-3,-2,-4,commercial,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,8,5,5,1,0,2,0,0,0,0,3,1,2,2,2,3,1,2,c.wo.d.c,3,1,0,0,1,0,0,0,0,1,usyd
145,1,9,7,1,Mixed,1,2,2,2,3,friend,1,1,4,4,4,0,1,2,1,2,4,1,1,1,2,1,dry,dry,1,0,0,0,0,0,0,0,0,0,4,1,1,2,2,3,2,2,2,0,0,1,0,0,s,5,0,-2,0,-2,0,0,0,-2,a,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,5,5,0,2,1,0,0,0,0,3,1,2,2,2,1,2,2,p.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
146,2,8,5,1,Mixed,1,3,1,2,0,petshop,2,1,4,3,4,0,1,1,1,2,4,1,1,1,1,1,dry,dry,0,0,1,1,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,2,0,0,0,2,1,0,n,1,2,-1.5,0,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,2,1,3,6,4,2,0,1,2,0,0,0,0,3,1,2,2,1,1,3,1,w.p,1,0,0,0,0,0,0,0,0,0,social.m
147,1,3,5.2,1,Mixed,1,1,2,2,0,shelter,2,2,1,4,4,4,2,2,1,2,3,2,1,1,1,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,1,2,-1,-2,1,2,a,1,2,-1.5,0,2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,3,2,,,1,2,s.ps,3,1,1,0,0,0,0,0,0,1,social.m
148,5,8,10,1,Mixed,1,3,2,2,2,friend,2,1,2,4,4,0,3,2,1,1,4,1,1,1,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,,0,-1,-2,a,-1,0,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,1,1,1,1,1,2,1,8,1,2,2,2,1,3,3,p.w.d.c,2,0,0,0,0,0,0,0,0,0,NGO
149,2,9,6.3,1,Mixed,1,1,2,2,1,shelter,2,1,4,4,2,4,3,5,2,4,3,3,,,,,dry.can,dry.wet,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,2,2,2,0,0,0,1,0,s,1,-1,-2,0,0,0,0,-1,-2,d,1,2,-1.5,-1,-2,rescue,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,7,5,5,2,0,1,0,0,0,0,3,1,2,2,2,1,3,3,c.wo.d.c,3,1,0,0,1,0,0,0,0,1,social.m
150,1,3,4,1,Mixed,1,1,2,2,2,breeder,2,1,1,3,3,0,3,5,2,4,3,2,2,1,2,2,dry,dry,1,0,0,1,0,0,0,0,0,0,2,2,2,3,3,2,2,2,2,0,0,1,1,1,s,2,0,-2,0,0,0,-2,-1,-2,n,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,0,2,1,0,0,0,0,3,2,1,1,,,3,3,c.w.d.c,3,0,0,0,0,0,0,0,0,0,social.m
151,1,2,5,1,Mixed,1,2,2,2,2,vet,2,2,1,3,3,0,2,2,1,4,3,2,,,,2,dry,dry,0,1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,0,0,1,1,0,s,2,1,2,1,2,1,2,1,-2,a,1,2,-1.5,1,0,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,1,2,0,0,0,0,0,3,1,2,2,2,3,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
152,1,14,5.5,1,Mixed,1,1,2,2,2,petshop,2,1,2,3,3,0,2,2,1,3,2,3,,,,,can,wet,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,,2,2,2,0,0,1,0,0,s,5,-1,-2,-1,-2,1,2,-1,-2,d,1,2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,0,2,1,0,0,0,0,3,1,2,2,2,1,1,6,s.ps,7,0,0,0,0,0,0,0,0,0,social.m
153,2,3,5,1,Mixed,1,1,2,2,3,shelter,2,1,3,4,3,0,2,2,1,1,3,,2,,,,dry,dry,0,0,0,0,0,0,1,0,0,0,1,4,3,3,3,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,0,-1,-2,-1,-4,a,0,-2,-1.5,-1,-2,no.specic,1,1,1,1,0,0,0,0,0,0,0,2,3,3,4,10,5,5,0,2,1,0,0,0,0,3,1,2,2,2,3,2,3,c.wo.d.c,3,1,1,0,0,0,0,0,0,1,social.m
154,8,2,3,1,Mixed,1,1,1,2,3,shelter,2,1,1,3,3,0,1,2,1,2,3,3,3,,,,dry.can.wet,dry.wet,0,0,0,0,0,0,1,0,0,0,1,2,2,3,2,0,3,3,2,1,0,1,0,0,ls,1,0,0,0,0,0,0,0,0,n,0,0,-1.5,0,0,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,5,5,2,1,0,0,0,0,0,3,1,2,2,1,1,3,6,s.ps,2,1,0,1,0,0,0,0,0,1,social.m
155,1,5,5,1,Mixed,1,1,1,2,3,shelter,2,1,4,4,4,0,1,2,1,1,2,3,1,1,1,1,can,wet,1,0,0,0,0,0,0,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,0,0,2,1,0,n,1,0,0,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,5,5,0,1,1,0,0,0,0,2,1,2,2,2,1,3,3,c.w.d.c,2,0,0,0,0,0,0,0,0,0,vet.clinic
