id,cat.number,cat.age,bw,pure.mixed,breed,pedigree,hair.length,sex,neuter.status,neutering.age,cat.source,council.registered,insured,last.flea.tx,bcs.owner,bcs.owner.fig,bcs.vet,bw.monitoring,feeding.frq,feeding.frq.bi,leftover,frq.dry,frq.canned,frq.wet,frq.homemade,frq.humanfood,frq.snack,fre.major,fre.major.cat,quant.no.rule,quant.vet,quant.package,quant.cat.eats,quant.more.than.cat,quant.cat.bw,quant.cat.bcs,quant.experience,quant.breeder.carer,quant.web,neighbour.food,beg.food,give.in.beg,indoor,yard,street,hunt.old,hunt.new,hunt.bi,prey.bird,prey.l.mammal,prey.s.mammal,prey.insect,prey.lizard.frog,prey,night,rt.cubby.cute,rt.fat.cute,rt.chubby.happy,rt.fat.happy,rt.chubby.dz,rt.fat.dz,rt.chubby.fine,rt.fat.fine,rt.happy.than.fit,rt.chubby.unhealth,rt.fat.unhealth,rt.control.bw,rt.chubby.qol,rt.fat.qol,purpose.for.getting.cat,benefit.human.wp,benefit.human.wop,benefit.aniaml.wp,benefit.aniaml.wop,benefit.pest.wp,benefit.pest.wop,benefit.show.wp,benefit.show.wop,benefit.mental,benefit.none,benefit.other,benefit.sum,frq.patting,frq.play,frq.same.space,time.w.cat,satisfication,closeness,vet.health.check,vet.shot,vet.sick,vet.chronic.ill,vet.deworm.flea,vet.none.ill,vet.boarding,vet.sum,gender,live.in.aus,live.in.aus.bi,urban.rural,state,home.type,age.range,household,education,prof.no.aniaml,prof.vet,prof.ngo,prof.pet,prof.livestocks,prof.wildlife,prof.captive.wild,prof.other,prof.cat,q.source
726,1,18.75,3.7,1,Mixed,1,2,1,2,,mycat,1,1,1,2,2,2,2,2,1,4,2,3,3,1,1,1,can.wet,wet,1,0,0,1,0,0,0,0,0,0,1,2,2,4,2,1,2,2,2,0,0,0,1,0,s,1,-1,-2,-1,-4,1,2,-1,-2,a,-1,-2,-1.5,-1,-2,cat.came,1,1,0,0,0,0,0,0,0,0,0,1,4,4,4,12,5,5,0,0,1,1,0,0,0,2,1,2,2,2,4,2,4,s.ps,6,0,0,0,0,0,0,0,0,0,RSPCA
727,1,2,3,1,Mixed,1,1,2,2,1,shelter,2,1,2,3,3,3,2,1,1,1,2,,3,,,,wet,wet,0,1,0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,6,2,0,0,0,1,0,s,1,0,-2,-1,-2,0,-2,-1,-2,n,-1,-2,-3,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,9,5,5,1,0,0,0,2,0,0,3,2,2,2,2,3,2,2,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
728,1,4,4.5,2,British Shorthair,1,1,2,2,0,friend,1,1,3,3,0,0,3,2,1,2,4,1,1,1,1,2,dry,dry,0,0,1,0,0,0,0,0,0,0,1,1,1,4,2,2,4,4,2,1,0,1,0,0,ls,1,0,0,0,0,2,4,0,0,n,2,2,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,4,4,1,0,1,0,0,0,0,2,1,2,2,,,3,2,c.wo.d.c,3,,,,,,,,,,
729,2,9,NA,2,Burmese,2,1,2,2,2,breeder,2,1,1,3,2,3,2,5,2,3,3,3,3,1,2,1,dry.can.wet,dry.wet,0,0,0,1,0,0,0,0,0,0,1,2,4,2,4,3,4,4,2,0,1,1,0,0,ls,5,-2,-4,-2,-4,-2,-4,-2,-4,sd,-2,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,10,5,5,1,1,1,2,1,2,2,10,1,2,2,2,3,3,5,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,RSPCA
730,2,5,4,1,Mixed,1,2,1,2,2,friend,2,1,2,3,3,0,3,2,1,2,3,,3,,,3,dry.wet,dry.wet,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-1,-2,1,2,-1,-2,n,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,5,5,1,0,2,0,0,0,0,3,1,2,2,1,4,3,3,s.h,3,0,0,0,0,0,0,0,0,0,social.m
731,5,2,3,1,Mixed,1,2,1,2,2,friend,1,1,2,3,3,3,4,3,1,4,3,2,1,1,1,2,dry,dry,0,1,0,0,0,1,0,0,0,0,1,3,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,-4,-2,-4,-2,-4,-1,-4,d,-1,-4,-3,-2,-4,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,3,3,3,9,4,4,1,2,0,0,0,0,0,3,1,2,2,2,4,3,1,w.p,3,0,0,0,0,0,0,0,0,0,RSPCA
732,1,10,NA,1,Mixed,1,1,1,2,1,shelter,1,1,1,3,3,0,1,2,1,2,3,3,1,1,2,1,dry.can,dry.wet,0,1,0,0,1,0,0,0,1,0,2,2,1,1,4,0,2,2,2,0,0,0,1,0,s,0,0,0,0,0,1,-2,0,-2,n,1,0,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,5,5,1,0,2,0,0,0,0,3,1,2,2,2,1,3,1,w.p,2,1,0,1,1,0,1,1,0,1,RSPCA
733,1,11,3,1,Mixed,1,1,1,2,0,shelter,1,1,5,3,3,0,2,5,2,4,4,1,1,1,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,0,-2,-1,-2,0,-2,n,0,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,4,10,5,5,0,1,2,0,0,0,0,3,1,2,2,2,4,2,2,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,social.m
734,1,2,4,1,Mixed,1,2,2,2,1,ad,2,1,4,4,0,0,1,2,1,2,3,3,1,1,1,2,dry.can,dry.wet,0,0,0,1,0,0,0,0,0,0,2,2,2,3,3,2,3,3,2,1,0,0,0,0,l,5,1,0,0,0,-1,-2,0,0,d,1,2,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,1,2,1,1,2,2,2,11,1,2,2,1,8,3,1,w.p,1,0,0,0,0,0,0,0,0,0,RSPCA
735,2,0.75,6,1,Mixed,1,2,2,2,1,shelter,1,1,2,4,4,4,4,2,1,3,3,3,,1,1,2,dry.can,dry.wet,0,0,1,0,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,-1,-2,-2,-4,0,0,0,-2,n,0,-4,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,5,5,0,1,2,0,0,0,0,3,1,1,1,,,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
736,1,14,4,1,Mixed,1,2,1,2,1,shelter,2,1,0,3,4,0,3,1,1,1,3,1,2,1,2,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,-2,-1,-4,1,2,-1,-2,d,0,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,1,1,1,1,0,0,0,4,1,2,2,2,3,3,4,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,survey.m
737,2,9,4,1,Mixed,1,1,1,2,3,friend,2,1,1,3,3,0,1,2,1,2,2,3,2,1,2,2,can,wet,0,0,0,1,0,0,0,0,0,0,1,2,3,2,3,2,2,2,2,0,0,1,0,0,s,4,-1,-2,-1,-2,-1,-4,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,4,4,2,0,1,0,0,0,0,3,1,2,2,2,1,3,5,c.w.i.c,3,0,0,0,0,0,0,0,0,0,social.m
738,2,15,4,2,Persian,1,3,2,2,2,petshop,2,2,2,2,2,2,4,3,1,2,2,3,2,1,1,2,can,wet,0,1,0,1,0,1,1,0,0,0,1,2,4,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,0,0,0,0,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,3,4,11,5,5,1,0,1,0,0,0,0,2,1,2,2,2,4,1,3,w.p,3,0,0,0,0,0,0,0,0,0,social.m
739,1,9,5,1,Mixed,1,2,2,2,0,shelter,2,1,4,3,3,3,2,5,2,,3,3,3,1,1,1,dry.can.wet,dry.wet,0,1,0,0,0,0,0,0,0,0,1,2,2,4,2,1,3,3,2,0,0,0,0,0,nh,1,-2,-4,-2,-4,0,0,-2,-4,d,-2,-4,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,12,5,5,1,2,0,0,0,0,0,3,1,2,2,2,3,1,3,s.ps,6,0,0,0,0,0,0,0,0,0,RSPCA
740,1,3,NA,1,Mixed,1,2,1,2,2,street,2,1,2,3,4,0,2,5,2,2,3,,2,2,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,1,0,1,2,1,2,0,0,n,0,0,-1.5,-1,-2,no.specic,1,1,1,1,0,0,0,0,0,0,0,2,3,3,3,9,4,4,1,1,1,0,0,0,0,3,1,2,2,2,4,3,4,p.w.d.c,1,0,0,0,0,0,0,0,0,0,RSPCA
741,2,5,4,1,Mixed,1,3,1,2,2,friend,2,1,1,3,3,0,3,2,1,2,3,1,2,1,1,1,dry,dry,0,0,0,1,0,0,0,0,0,0,1,1,1,3,3,2,0,6,2,0,0,1,1,0,s,2,1,2,0,0,1,2,1,2,a,1,2,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,4,4,0,0,1,0,0,0,0,1,1,2,2,1,1,3,2,c.w.d.c,7,0,0,0,0,0,0,0,0,0,social.m
742,1,1,5,1,Mixed,1,1,2,2,2,shelter,2,1,0,3,3,4,2,2,1,3,3,3,1,1,1,2,dry.can,dry.wet,0,1,0,0,0,0,0,0,0,0,2,4,2,3,2,2,4,4,2,1,0,0,1,1,ls,1,1,0,-1,-2,1,-2,-1,-2,d,1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,4,4,4,12,5,5,0,2,1,0,0,0,0,3,1,2,2,2,3,1,2,c.wo.d.c,1,0,0,0,0,0,0,0,0,0,RSPCA
743,4,16,3.5,1,Mixed,1,1,2,2,3,street,2,1,5,2,1,2,3,2,1,1,3,3,1,1,2,2,dry.can,dry.wet,0,0,1,0,0,0,0,0,0,0,1,4,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,-2,-4,-2,-4,2,-4,-2,-4,d,-2,-4,-3,-2,-4,rescue,1,1,1,1,1,1,0,0,0,0,0,3,4,2,4,10,5,5,0,2,1,0,0,0,0,3,1,2,2,2,6,3,3,c.w.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
744,2,7,5.6,1,Mixed,1,2,2,2,0,petshop,2,1,4,4,4,3,2,2,1,1,2,3,3,1,1,2,can.wet,wet,0,0,1,1,0,1,1,0,0,0,1,4,2,4,1,1,5,5,2,0,0,0,0,0,nh,1,-1,0,-1,-2,1,2,-1,-4,n,0,0,-3,1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,12,5,5,1,1,1,1,2,0,2,8,1,2,2,2,3,1,2,c.wo.d.c,7,0,0,0,0,0,0,0,0,0,social.m
745,1,0.75,4,1,Mixed,1,1,1,2,2,web,2,1,1,3,3,0,2,2,1,1,3,2,1,1,1,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,4,2,3,3,2,5,5,2,1,0,0,1,0,ls,3,1,2,1,2,0,0,-1,-4,d,-1,-2,-1.5,-1,0,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,3,4,11,4,5,0,1,2,0,0,0,0,3,1,1,1,,,3,2,c.wo.d.c,5,0,0,0,0,0,0,0,0,0,social.m
746,2,4,5,1,Mixed,1,1,2,2,2,shelter,2,1,4,3,3,3,2,1,1,1,3,,3,,,,dry.wet,dry.wet,0,0,1,0,0,0,0,0,0,0,4,2,4,3,3,2,2,2,2,0,0,0,1,0,s,4,-2,-4,-2,-4,-1,-2,-2,-4,d,-2,-2,-3,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,2,1,0,0,0,0,0,3,1,2,2,2,4,3,4,c.w.d.c,5,0,0,0,0,0,0,0,0,0,social.m
747,1,8,5,1,Mixed,1,1,1,2,3,friend,1,1,1,3,3,0,1,2,1,1,2,2,2,1,2,1,pan,pan,0,0,0,0,0,0,1,0,0,0,4,2,1,3,3,2,2,2,2,1,0,1,0,0,ls,1,1,0,-1,-2,0,-2,0,-2,d,1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,2,2,1,3,3,2,c.w.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
748,2,2,3.5,1,Mixed,1,1,1,2,3,shelter,2,1,1,4,4,0,1,3,1,2,2,3,,,,2,can,wet,1,0,0,0,1,0,0,0,0,0,1,2,2,4,3,1,2,2,2,0,0,0,1,0,s,1,,0,,,0,-4,-1,-4,n,-1,0,-1.5,-1,-4,companion.a,1,1,1,0,0,0,0,0,0,0,0,1,4,3,3,10,5,5,2,1,1,1,2,2,1,10,1,2,2,1,3,3,5,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,RSPCA
749,2,0.75,3,1,Mixed,1,1,1,2,2,street,2,1,2,2,2,3,3,2,1,1,2,1,3,2,1,2,wet,wet,0,0,1,1,0,0,1,0,0,0,1,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,1,2,0,0,0,0,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,4,10,5,5,1,0,2,0,0,0,0,3,1,2,2,2,1,3,2,s.h,3,0,0,0,0,0,0,0,0,0,RSPCA
750,4,4,5.5,1,Mixed,1,1,2,2,3,shelter,1,1,1,3,3,3,2,2,1,1,2,3,,3,,,can.home,wet,0,1,1,0,0,1,1,0,0,0,1,2,1,4,1,1,4,4,2,0,0,0,1,0,s,1,-2,-4,-2,-4,0,0,-2,-4,a,-2,-4,-3,-2,-4,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,3,2,4,9,5,5,2,1,0,0,0,0,0,3,1,2,2,2,4,3,1,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
751,5,5,6.5,1,Mixed,1,3,2,2,0,shelter,2,1,1,4,4,4,4,2,1,2,3,2,1,2,1,1,dry,dry,0,0,0,0,0,1,0,0,0,0,1,2,1,2,3,1,1,1,1,0,0,0,0,0,nh,5,0,-2,0,-2,0,0,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,5,5,1,1,1,0,0,0,1,4,1,2,2,2,1,3,5,s.ps,5,0,0,0,0,0,0,0,0,0,RSPCA
752,2,7,5.8,1,Mixed,1,3,2,2,2,petshop,2,1,1,2,3,0,2,1,1,1,3,1,1,3,1,2,dry,dry,0,0,0,1,0,0,1,0,0,0,1,2,2,4,3,1,2,2,2,0,0,0,1,0,s,1,-1,-2,-1,0,1,0,-1,-2,d,-1,-2,-3,-1,-2,pest.control,1,1,1,1,1,0,0,0,0,0,0,2,3,3,3,9,5,5,0,0,2,0,0,0,1,3,1,2,2,1,1,3,1,w.p,2,0,0,0,0,0,0,0,0,0,RSPCA
753,1,1,3,2,Ragdoll,1,3,1,2,1,web,2,1,1,3,2,3,2,2,1,3,3,2,2,1,1,1,dry,dry,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,1,1,0,0,0,0,0,nh,1,1,2,-1,-2,-1,-2,-2,-2,d,0,0,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,0,1,2,0,0,0,0,3,1,2,2,2,4,3,3,c.wo.d.c,3,0,0,0,0,0,0,0,0,0,social.m
754,1,3,5,1,Mixed,1,1,2,2,0,shelter,2,1,2,3,2,0,3,5,2,3,3,2,1,1,2,2,dry,dry,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2,2,2,0,0,0,1,1,s,1,-1,-2,-1,-2,0,-2,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,4,5,0,0,2,0,0,0,1,3,1,2,2,2,1,1,2,c.w.d.c,7,0,0,0,0,0,0,0,0,0,social.m
755,1,3,5,2,Persian,1,3,2,2,1,breeder,1,2,1,3,3,0,2,2,1,2,3,1,2,1,1,2,dry,dry,0,0,0,0,0,1,0,0,0,0,1,1,1,3,3,2,2,2,2,0,0,0,1,0,s,2,0,-2,0,-2,0,-2,1,-2,n,0,-2,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,5,5,1,1,1,2,1,1,2,9,1,1,1,,,2,2,s.h,5,0,0,0,0,0,0,0,0,0,social.m
756,5,15,3,1,Mixed,1,1,1,2,3,petshop,1,1,6,3,3,3,1,1,1,2,3,2,1,1,2,2,dry,dry,0,0,0,1,0,1,1,0,0,0,2,2,2,3,2,1,1,1,1,0,0,0,0,0,nh,1,0,0,0,-2,0,0,0,0,n,1,0,-1.5,0,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,1,1,1,1,2,2,2,10,1,2,2,1,2,3,5,p.w.i.c,3,0,0,0,0,0,0,0,0,0,social.m
757,1,2,NA,1,Mixed,1,1,2,2,2,breeder,2,1,1,3,3,0,3,2,1,2,2,1,2,3,1,2,home,wet,0,0,0,1,0,0,0,0,0,0,2,2,2,3,3,2,2,2,2,0,0,0,1,1,s,1,0,0,0,-2,0,0,-1,-2,n,0,-2,-1.5,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,2,3,8,5,4,2,0,1,0,0,0,0,3,1,2,2,2,4,3,1,w.p,1,0,0,0,0,0,0,0,0,0,RSPCA
758,1,13,8,1,Mixed,1,3,1,2,0,street,2,1,1,4,4,4,2,5,2,3,1,2,3,1,2,1,wet,wet,1,0,0,0,0,0,0,0,0,0,1,3,4,3,2,1,1,1,1,0,0,0,0,0,nh,2,1,0,-1,-2,0,-2,-1,-2,n,0,-2,-1.5,0,-2,cat.came,1,1,0,0,0,0,0,0,0,0,0,1,4,1,3,8,5,5,1,1,1,1,2,2,1,9,1,2,2,2,1,3,4,p.w.i.c,3,0,0,0,0,0,0,0,0,0,social.m
759,1,6,4.6,1,Mixed,1,3,1,2,2,shelter,2,2,2,3,3,3,2,2,1,2,2,2,2,1,1,2,pan,pan,0,0,0,1,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,1,2,1,0,-1,-2,1,-4,a,-1,-2,-3,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,5,2,1,0,0,0,0,0,3,1,2,2,2,1,1,2,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
760,2,5,4,1,Mixed,1,1,1,2,3,street,1,1,3,3,4,0,2,2,1,2,3,3,,,,,dry.can,dry.wet,0,0,0,1,0,0,0,0,0,0,1,2,2,4,2,1,1,1,1,0,0,0,0,0,nh,1,0,-2,0,0,1,2,1,-2,d,1,2,-1.5,0,-2,companion.h,1,0,1,1,0,0,0,0,1,0,0,2,4,3,3,10,5,5,0,1,0,0,2,0,0,3,1,2,2,1,4,3,6,s.h,1,0,0,0,0,0,0,0,0,0,social.m
761,4,8,7,1,Mixed,1,1,1,2,2,street,2,1,1,4,4,4,3,2,1,3,2,1,3,1,1,2,wet,wet,1,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,2,2,0,0,0,1,0,s,1,-1,-2,0,0,-1,-2,-1,-2,d,-1,-2,-1.5,-1,-2,cat.came,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,8,4,4,1,0,2,0,0,0,0,3,1,2,2,2,3,2,5,s.ps,5,0,0,0,0,0,0,0,0,0,social.m
762,2,6,5,1,Mixed,1,1,2,2,3,friend,2,1,2,3,3,0,3,2,1,2,4,4,2,1,2,2,dry.can,dry.wet,0,0,1,0,0,1,0,0,0,0,1,2,2,3,3,0,5,5,2,0,0,1,1,0,s,5,0,0,0,-2,0,-2,0,-2,n,0,-2,-1.5,-2,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,3,4,11,5,5,2,0,1,0,0,0,0,3,2,2,2,2,6,3,3,w.p,2,1,0,1,1,0,0,0,0,1,RSPCA
763,1,15,NA,1,Mixed,1,2,1,2,4,mycat,1,1,2,3,3,0,1,3,1,2,2,3,1,1,1,1,can,wet,0,0,1,0,0,0,0,0,0,0,1,2,1,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,-1,-2,0,-2,-2,-2,n,0,-4,-1.5,-1,-2,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,3,3,3,9,5,5,2,0,1,0,0,0,0,3,1,2,2,2,5,3,1,w.p,1,0,0,0,0,0,0,0,0,0,RSPCA
764,1,4,4,1,Mixed,1,1,1,2,1,shelter,2,1,5,3,3,3,2,5,2,4,3,2,2,1,1,2,dry,dry,0,0,0,0,1,0,0,0,0,0,1,2,1,3,3,1,4,4,2,0,0,0,1,1,s,5,-2,-4,-2,-4,1,2,-2,-4,d,-1,-2,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,11,5,5,1,2,0,0,0,0,0,3,1,2,2,2,1,1,2,c.wo.d.c,3,1,0,0,0,1,1,0,0,0,RSPCA
765,1,7,4.8,1,Mixed,1,2,2,2,4,shelter,1,1,2,3,3,4,4,3,1,1,3,1,1,1,1,1,dry,dry,0,1,1,0,0,1,1,0,0,0,1,4,2,4,2,0,1,1,1,0,0,0,0,0,nh,1,1,-2,-1,-2,0,0,0,-2,n,0,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,9,5,5,2,1,2,0,2,0,0,7,1,2,2,2,5,3,4,s.ps,3,0,0,0,0,0,0,0,0,0,RSPCA
766,2,14,2.5,1,Mixed,1,1,1,2,0,shelter,2,1,4,3,3,3,2,1,1,1,3,,3,,,2,dry.wet,dry.wet,0,0,1,0,0,0,0,0,0,0,1,2,4,3,3,1,1,1,1,0,0,0,0,0,nh,2,-1,-4,-1,-4,-1,-2,-1,-4,d,-1,-2,-1.5,-1,-4,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,4,2,1,0,0,0,0,0,3,2,2,2,2,4,3,4,c.w.d.c,5,0,0,0,0,0,0,0,0,0,social.m
767,2,17,NA,2,Ragdoll,1,3,2,2,3,friend,2,1,1,3,4,0,2,2,1,1,2,2,,,,2,dry.can.snack,pan,0,0,0,0,0,1,0,0,0,0,1,2,1,3,3,2,1,1,1,0,0,0,0,0,nh,1,-1,-2,-2,-2,1,2,-1,-2,a,-1,0,-1.5,0,0,no.specic,1,1,1,1,0,0,0,0,0,0,0,2,3,2,3,8,5,5,1,1,1,1,2,2,2,10,1,2,2,1,6,3,5,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
768,2,15,3,1,Mixed,1,1,2,2,2,mycat,2,1,4,2,3,2,1,2,1,2,2,2,3,3,2,2,wet.home,wet,0,1,0,0,0,0,0,0,0,0,1,1,1,4,3,1,1,1,1,0,0,0,0,0,nh,3,-1,0,-1,-2,0,0,-1,-2,d,0,-2,-1.5,-1,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,3,3,3,9,,5,2,0,1,0,0,0,0,3,1,2,2,1,3,2,4,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,social.m
769,2,12,4,1,Mixed,1,1,1,2,3,shelter,2,1,2,4,4,4,2,2,1,1,4,1,1,1,2,2,dry,dry,0,0,1,0,0,0,0,0,0,0,2,3,2,3,2,0,2,2,2,0,0,0,1,1,s,1,0,0,-1,-2,0,0,0,-2,a,0,0,-1.5,0,-2,companion.h,1,0,1,1,0,0,0,0,0,0,0,1,2,2,3,7,4,3,2,1,0,0,0,0,0,3,1,2,2,2,1,3,3,c.w.d.c,3,1,0,0,0,0,1,0,0,0,social.m
770,1,0.75,4.5,1,Mixed,1,2,2,2,1,shelter,2,1,1,3,3,3,4,3,1,2,2,1,2,1,2,1,pan,pan,0,1,0,0,0,0,0,1,0,0,1,2,2,3,2,1,0,6,2,0,0,0,0,1,s,1,-1,-2,-2,-4,1,2,-1,-2,d,-1,-2,-1.5,-2,-4,companion.h,1,0,0,0,1,1,0,0,0,0,0,1,2,3,4,9,4,4,2,1,0,0,0,0,0,3,1,2,2,2,1,3,3,c.w.d.c,2,0,0,0,0,0,0,0,0,0,social.m
771,1,14,4,1,Mixed,1,1,1,2,2,shelter,2,1,4,3,3,3,3,2,1,2,2,1,2,4,1,1,home,wet,0,0,0,1,0,0,0,0,0,0,1,3,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,0,0,0,0,0,0,0,0,n,-1,0,0,0,0,companion.h,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5,5,1,2,2,0,0,0,0,5,1,2,2,2,1,1,5,c.wo.d.c,2,0,0,0,0,0,0,0,0,0,RSPCA
772,2,9,3.8,1,Mixed,1,1,1,2,4,shelter,2,1,6,3,2,3,2,2,1,1,3,3,3,1,1,1,dry.can.wet,dry.wet,0,0,0,0,0,0,1,0,0,0,1,2,4,4,2,,2,2,2,0,0,0,0,1,s,1,-1,-4,-1,-4,1,2,-1,-4,d,-1,-4,-1.5,-2,-4,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,4,3,3,10,5,5,0,1,2,0,0,0,0,3,1,2,2,2,1,1,5,s.ps,2,0,0,0,0,0,0,0,0,0,RSPCA
773,2,2,5,1,Mixed,1,1,2,2,2,friend,2,1,2,3,2,0,3,2,1,2,3,1,3,1,1,1,dry.wet,dry.wet,0,0,1,1,0,0,1,0,0,0,4,2,2,3,3,3,3,3,2,1,0,1,0,0,ls,4,-1,-2,-1,-2,0,0,-1,-2,n,-1,-2,-3,-1,-2,companion.h,1,0,1,1,1,1,0,0,0,0,0,2,4,3,3,10,5,5,1,0,2,0,0,0,0,3,1,2,2,1,3,3,5,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
774,2,6,5,1,Mixed,1,1,1,2,0,shelter,2,2,2,4,5,4,1,5,2,2,3,2,1,1,1,2,dry,dry,0,0,0,1,0,0,1,0,0,0,1,2,2,4,1,1,1,1,1,0,0,0,0,0,nh,1,1,2,0,0,-1,-2,-1,-2,n,0,0,-1.5,0,0,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,4,4,0,2,1,0,0,0,0,3,1,2,2,2,5,3,2,s.h,1,0,0,0,0,0,0,0,0,0,social.m
775,1,5,7,1,Mixed,1,1,2,2,1,shelter,1,1,1,4,4,4,3,2,1,2,2,1,3,1,1,2,wet,wet,0,1,1,0,0,0,0,0,0,0,2,2,2,3,3,2,3,3,2,0,0,1,0,0,s,5,-1,-2,-1,-2,0,0,-1,-2,d,-1,-2,-1.5,-1,-2,companion.h,1,0,0,0,0,0,0,0,0,1,0,0,3,2,3,8,5,5,0,1,2,0,0,0,0,3,2,2,2,2,4,3,5,s.ps,3,0,0,0,0,0,0,0,0,0,social.m
